line_path,page_id,source_id,line_id,text,width,height,n_chars
sriramastavarajah1898__01__r1l17.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l17,शृणु वक्ष्यामि तत्त्वतः ।। ४ ।। यत्परं यद्गु-,1500,154,45
sriramastavarajah1898__01__r1l18.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l18,णातीतं यज्ज्योतिरमलं शिवम् ।। तदेव प-,1550,123,37
sriramastavarajah1898__02__r2l1.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l1,श्रीरामस्तवराजः ।,647,157,17
sriramastavarajah1898__02__line_1517234138970_176.png,sriramastavarajah1898__02,sriramastavarajah1898,line_1517234138970_176,२,93,102,1
sriramastavarajah1898__02__r2l2.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l2,रमं तत्त्वं कैवल्यपदकारणम् ।। ५ ।। श्रीरा-,1520,157,42
sriramastavarajah1898__02__line_1517234188131_177.png,sriramastavarajah1898__02,sriramastavarajah1898,line_1517234188131_177,मेति परं जाप्यं तारकं ब्रह्मसंज्ञकम् ।। ब्रह्म,1524,142,46
sriramastavarajah1898__02__r2l7.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l7,हत्यादिपापघ्नमिति वेदविदो विदुः ।। ६ ।।,1532,125,39
sriramastavarajah1898__02__r2l10.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l10,श्रीराम रामेति जना ये जपन्ति च सर्वदा ।।,1523,118,40
sriramastavarajah1898__02__r2l11.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l11,तेषां भुक्तिश्च मुक्तिश्च भविष्यति न संशयः,1533,121,42
sriramastavarajah1898__02__r2l12.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l12,।। ७ ।। स्तवराजं पुरा प्रोक्तं नारदेन च धी-,1525,130,43
sriramastavarajah1898__02__r2l13.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l13,मता ।। तत्सर्वं संप्रवक्ष्यामि हरिध्यानपुरः-,1531,121,44
sriramastavarajah1898__02__r2l14.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l14,सरम् ।। ८ ।। तापत्रयाग्निशमनं सर्वाघौघ-,1533,135,39
sriramastavarajah1898__02__r2l15.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l15,निकृन्तनम् ।। दारिद्र्यदुःखशमनं सर्वसंप-,1530,136,40
sriramastavarajah1898__02__r2l16.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l16,त्करं शिवम् ।। ९ ।। विज्ञानफलदं दिव्यं मो-,1551,134,42
sriramastavarajah1898__02__r2l17.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l17,क्षैकफलसाधनम् ।। नमस्कृत्य प्रवक्ष्यामि,1518,134,39
sriramastavarajah1898__02__r2l18.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l18,रामं कृष्णं जगन्मयम्।। १० ।। अयोध्यान-,1546,123,38
sriramastavarajah1898__02__r2l19.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l19,गरे रम्ये रत्नमण्डपमध्यमे ।। स्मरेत्कल्प-,1526,127,41
sriramastavarajah1898__02__r2l20.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l20,तरोर्मूले रत्नसिंहासनं शुभम् ।। ११ ।। त-,1530,138,40
sriramastavarajah1898__02__r2l21.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l21,न्मध्येष्टदलं पद्मं नानारत्नैश्च वेष्टितम् ।।,1528,144,45
sriramastavarajah1898__02__r2l22.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l22,स्मरेन्मध्ये दाशरथिं सहस्रादित्यतेजसम् ॥,1499,135,40
sriramastavarajah1898__02__r2l23.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l23,॥ १२ ॥ पितुरङ्कगतं राममिन्द्रनीलमणि-,1551,117,36
sriramastavarajah1898__02__r2l24.png,sriramastavarajah1898__02,sriramastavarajah1898,r2l24,प्रभम् ॥ कोमलांगं विशालाक्षं विद्युद्वर्णा-,1511,110,43
sriramastavarajah1898__03__r1l1.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l1,श्रीरामस्तवराजः।,657,162,16
sriramastavarajah1898__03__line_1517234294357_178.png,sriramastavarajah1898__03,sriramastavarajah1898,line_1517234294357_178,३,87,95,1
sriramastavarajah1898__03__r1l2.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l2,म्बरावृतम्।।१३।।भानुकोटिप्रतीकाशं किरी-,1538,176,39
sriramastavarajah1898__03__r1l3.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l3,टेन विराजितम् ।। रत्नग्रैबेयकेयूरं रत्नकुण्ड-,1459,86,45
sriramastavarajah1898__03__r1l5.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l5,लमण्डितम् ।। १४।। रत्नकङ्कणमञ्जीरकटि-,1485,147,37
sriramastavarajah1898__03__r1l6.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l6,सूत्रैरलंकृतम् ।। श्रवित्सकौस्तुभोरस्कं मु-,1512,133,43
sriramastavarajah1898__03__r1l8.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l8,क्ताहारोपशोभितम् ।। १५ ।। दिव्यरत्नस-,1519,138,37
sriramastavarajah1898__03__r1l9.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l9,मायुक्तं मुद्रिकाभिरलंकृतम् ।। राघवं द्विभु-,1536,136,44
sriramastavarajah1898__03__r1l11.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l11,जं बालं राममीषत्स्मिताननम् ।। १६ ।। तु-,1474,137,39
sriramastavarajah1898__03__r1l12.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l12,लसीकुन्दमन्दारपुष्पमाल्यैरलंकृतम्।।कर्पू-,1520,124,41
sriramastavarajah1898__03__r1l13.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l13,रागुरुकस्तूरीदिव्यगन्धानुलेपनम् ।। १७।।,1536,141,39
sriramastavarajah1898__03__r1l14.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l14,योगशास्त्रेष्वभिरतं योगीशं योगदायकम् ॥,1544,126,38
sriramastavarajah1898__03__r1l15.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l15,सदाभरतसौमित्रिशत्रुघ्नैरुपशोभितम १८।।,1480,136,37
sriramastavarajah1898__03__r1l16.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l16,विद्याधरसुराधीशसिद्धगन्धर्वकिन्नरैः ।। यो-,1497,130,42
sriramastavarajah1898__03__r1l18.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l18,गीन्द्रैर्नारदाद्यैश्च स्तूयमानमहर्निशम्१९।।,1010,132,44
sriramastavarajah1898__03__r1l19.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l19,विश्वामित्रवसिष्ठादिमुनिभिः परिसेवितम् ॥,1464,137,40
sriramastavarajah1898__03__r1l20.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l20,सनकादिमुनिश्रेष्ठैर्योगिवृन्दैश्च सेवितम् ॥,1540,141,43
sriramastavarajah1898__03__r1l22.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l22,॥२०॥ रामं रघुवरं वीरं धनुर्वेदविशारद-,1550,128,37
sriramastavarajah1898__03__r1l23.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l23,म् ॥ मंगलायतनं देवं रामं राजीवलोचनम्,1541,129,36
sriramastavarajah1898__03__r1l24.png,sriramastavarajah1898__03,sriramastavarajah1898,r1l24,॥२१॥ सर्वशास्त्रार्थतत्त्वज्ञमानन्दकरसुन्द-,1490,138,43
sriramastavarajah1898__04__r2l1.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l1,श्रीरामस्तवराजः ।,650,205,17
sriramastavarajah1898__04__r2l2.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l2,४,62,194,1
sriramastavarajah1898__04__r2l3.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l3,रम् ॥ कौसल्यानन्दनं रामं धनुर्बाणधरं ह-,1521,163,39
sriramastavarajah1898__04__r2l4.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l4,रिम् ॥ २२ ॥ एवं संचिन्तयन्विष्णुं यज्ज्यो-,1526,134,42
sriramastavarajah1898__04__r2l5.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l5,तिरमलं विभुम् ॥ प्रहृष्टमानसो भूत्वा मुनि-,1524,141,42
sriramastavarajah1898__04__r2l6.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l6,वर्य्यः स नारदः ।। २३ ।। सर्वलोकहितार्था-,1522,135,41
sriramastavarajah1898__04__line_1517234409225_180.png,sriramastavarajah1898__04,sriramastavarajah1898,line_1517234409225_180,य तुष्टाव रघुनन्दनम् ।। कृताञ्जलिपुटो भू-,1520,144,41
sriramastavarajah1898__04__r2l9.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l9,त्वा चिन्तयन्नद्भुतं हरिम् ।। २४ ।। यदेकं,1551,131,41
sriramastavarajah1898__04__r2l10.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l10,यत्परं नित्यं यदनन्तं चिदात्मकम् ।। यदेकं,1533,135,41
sriramastavarajah1898__04__r2l11.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l11,व्यापकं लोके तद्रूपं चिन्तयाम्यहम् ।।२५।।,1548,151,41
sriramastavarajah1898__04__line_1517234433737_181.png,sriramastavarajah1898__04,sriramastavarajah1898,line_1517234433737_181,विज्ञानहेतुं विमलायताक्षं प्रज्ञानरूपं स्व-,1562,98,43
sriramastavarajah1898__04__r2l14.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l14,सुखैकहेतुम् ।। श्रीरामचन्द्रं हरिमादिदेवं,1489,143,41
sriramastavarajah1898__04__r2l16.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l16,परात्परं राममहं भजामि ।। २६ ।। कविं षु-,1434,133,39
sriramastavarajah1898__04__line_1517234375478_179.png,sriramastavarajah1898__04,sriramastavarajah1898,line_1517234375478_179,राणं पुरुषं पुरस्तात्सनातनं योगिनमीशि-,1556,138,38
sriramastavarajah1898__04__r2l19.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l19,तारम्।। अणोरणीयांसमनन्तवीर्यं प्राणेश्व-,1520,132,40
sriramastavarajah1898__04__r2l20.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l20,रं राममसौ ददर्श ।। २७ ।। नारदउवाच ।।,1503,139,36
sriramastavarajah1898__04__r2l21.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l21,नारायणं जगन्नाथमभिरामं जगत्पतिम् ।।,1559,137,35
sriramastavarajah1898__04__r2l22.png,sriramastavarajah1898__04,sriramastavarajah1898,r2l22,कविं पुराणं वागीशं रामं दशरथात्मजम् ।।,1569,137,38
